puzzle,solution,zeros,clues,bin_label
090143802600590007480672593547261009368459721019837654906384215154706930030915006,795143862623598147481672593547261389368459721219837654976384215154726938832915476,19,62,zeros_16_19
936748150040260839218593706420186395500324687680057214152639008079410560064805021,936748152745261839218593746427186395591324687683957214152639478879412563364875921,18,63,zeros_16_19
100965400420173908306042015700681049039427156604539807060790281941258673278316594,187965432425173968396842715752681349839427156614539827563794281941258673278316594,18,63,zeros_16_19
400328961139506824608941573542609107760204095893157246970863410010495738004712650,457328961139576824628941573542639187761284395893157246975863412216495738384712659,16,65,zeros_16_19
160974258285136970704008163476003520529040837831027490357419600642700319918302745,163974258285136974794258163476893521529641837831527496357419682642785319918362745,17,64,zeros_16_19
092643708008570193530819020310760982670328541205194367703406210821957430046231875,192643758468572193537819624314765982679328541285194367753486219821957436946231875,17,64,zeros_16_19
603450820824613597015872306382067914107208605406090278731985462060704159009120783,673459821824613597915872346382567914197248635456391278731985462268734159549126783,18,63,zeros_16_19
724319050893070124650204370562941783900025601417630295175893002206057038089062517,724319856893576124651284379562941783938725641417638295175893462246157938389462517,19,62,zeros_16_19
071548960064091573502600148025376819003485026780912435630854291159720684008109007,371548962864291573592637148425376819913485726786912435637854291159723684248169357,19,62,zeros_16_19
659284731710953604423107058204600813831002569965308472197006085082579106506801397,659284731718953624423167958274695813831742569965318472197436285382579146546821397,17,64,zeros_16_19
579210386401038597638750241042080065157463029986021030200096073864375012093042658,579214386421638597638759241342987165157463829986521734215896473864375912793142658,19,62,zeros_16_19
081256930602893051953104268014927380326540019897630524269410800000362195035789602,481256937672893451953174268514927386326548719897631524269415873748362195135789642,18,63,zeros_16_19
493761058516402970072953400060194527125630004947825036251370000789246315604519782,493761258516482973872953461368194527125637894947825136251378649789246315634519782,17,64,zeros_16_19
583024076941376852207058390692043518700062039438009620109685743804237960306401205,583924176941376852267158394692743518715862439438519627129685743854237961376491285,19,62,zeros_16_19
289143756643725108005000234367091402108234005402080913874010569931450807506879341,289143756643725198715968234367591482198234675452687913874312569931456827526879341,19,62,zeros_16_19
876059432153842609942607158680721043015364890430085261361598720790206080528403016,876159432153842679942637158689721543215364897437985261361598724794216385528473916,16,65,zeros_16_19
743020185051730264068145309307580940600374852485291736876950413594010620132060598,743629185951738264268145379327586941619374852485291736876952413594813627132467598,17,64,zeros_16_19
025043891397816520010205037132674985580301400476958213248037169761009300053162008,625743891397816524814295637132674985589321476476958213248537169761489352953162748,19,62,zeros_16_19
920050083503820010870391425250143876600208591718965234165709342007532108382614009,921457683543826917876391425259143876634278591718965234165789342497532168382614759,19,62,zeros_16_19
530826417208430695706091283071908026925163748004275039063714052407352801052689074,539826417218437695746591283371948526925163748684275139863714952497352861152689374,17,64,zeros_16_19
092076401681020039734819265826741093070058610415003070059187346160435920340962157,592376481681524739734819265826741593973258614415693872259187346167435928348962157,19,62,zeros_16_19
137985420068001397924037005276100948095206731001879560719360054652794183403500679,137985426568421397924637815276153948895246731341879562719368254652794183483512679,19,62,zeros_16_19
012376054405120397378900612541289760237501948689430520103790486720840039804613275,912376854465128397378954612541289763237561948689437521153792486726845139894613275,16,65,zeros_16_19
730504280284300675069078341103842050492156037800937120618725093947683512325401060,731564289284319675569278341173842956492156837856937124618725493947683512325491768,18,63,zeros_16_19
872409651394600827056780093200510379740026185519078206931245768000803514085167902,872439651394651827156782493268514379743926185519378246931245768627893514485167932,19,62,zeros_16_19
001734259050219086920658413593872641076491538048365070689003020412987005730126894,861734259354219786927658413593872641276491538148365972689543127412987365735126894,17,64,zeros_16_19
390070105064500289058690700981724006236910478475863921809357612617289530520146097,392478165764531289158692743981724356236915478475863921849357612617289534523146897,18,63,zeros_16_19
309582467608347900045069820194258376002710040567403280951624738076835194403071652,319582467628347915745169823194258376832716549567493281951624738276835194483971652,17,64,zeros_16_19
420967853789050146365148079030576980096402005070891632958614320617020498240789061,421967853789253146365148279132576984896432715574891632958614327617325498243789561,18,63,zeros_16_19
050613800896574312034982056508201403360748125420356078613429587702100049045867231,257613894896574312134982756578291463369748125421356978613429587782135649945867231,17,64,zeros_16_19
194235607073186945586479132937804510812567094005091020341752069600903271000618453,194235687273186945586479132937824516812567394465391728341752869658943271729618453,17,64,zeros_16_19
310078650675430028894526730027800596106295847509064312958147260003089175761300489,312978654675431928894526731427813596136295847589764312958147263243689175761352489,18,63,zeros_16_19
427600190531408267689120045702509601953000804016743520368954712074001953195372406,427635198531498267689127345742589631953216874816743529368954712274861953195372486,19,62,zeros_16_19
618020049274809100359401782725140398063790201981532674032915460007003925090274813,618327549274859136359461782725146398463798251981532674832915467147683925596274813,19,62,zeros_16_19
567183249239574061481290537653009002192708003748320190875632914916800005324051678,567183249239574861481296537653419782192768453748325196875632914916847325324951678,16,65,zeros_16_19
568931400203085610941607580815060347397548106000173895402016938730890251180302764,568931472273485619941627583815269347397548126624173895452716938736894251189352764,19,62,zeros_16_19
560328714000946805248570963352704096601200347074013582030492651020867439496130278,569328714713946825248571963352784196681259347974613582837492651125867439496135278,18,63,zeros_16_19
468173095197452860352086174903801000501009306286045719834597621725010938600238400,468173295197452863352986174973861542541729386286345719834597621725614938619238457,19,62,zeros_16_19
903756821857102609162900537370010460096327185018065973721694300680573204534281006,943756821857132649162948537375819462496327185218465973721694358689573214534281796,18,63,zeros_16_19
310847629682019347904063158891734560263080704500126893706450901150392406039071080,315847629682519347974263158891734562263985714547126893726458931158392476439671285,19,62,zeros_16_19
684105293270638514031924768927813406803050079156007832008341625065782000002569387,684175293279638514531924768927813456843256179156497832798341625365782941412569387,18,63,zeros_16_19
980615327712893065350020819569371248120904736473068590801000602607532184205186073,984615327712893465356427819569371248128954736473268591831749652697532184245186973,17,64,zeros_16_19
517236498342978156986054273730092005004305607060741932120003704658410329473029061,517236498342978156986154273731692845294385617865741932129563784658417329473829561,18,63,zeros_16_19
308619025096827413701543698030468070157932064684170002873256149460391287900704306,348619725596827413721543698239468571157932864684175932873256149465391287912784356,17,64,zeros_16_19
070015900206084105591673804927158403163700598485396710040560309359827641618409057,874215936236984175591673824927158463163742598485396712742561389359827641618439257,19,62,zeros_16_19
962037410805416039103259607306780950497365028580020063254693871008142596619578342,962837415875416239143259687326781954497365128581924763254693871738142596619578342,16,65,zeros_16_19
618270340957804621324010700062148593403050812180390470209463180846521930531980264,618275349957834621324619758762148593493756812185392476279463185846521937531987264,18,63,zeros_16_19
794218536632540800580936740403695007008723495975084020807352960359401278006879351,794218536632547819581936742423695187168723495975184623817352964359461278246879351,18,63,zeros_16_19
628950001913627458754138926142860579867495200005702864481206395239501640570009102,628954731913627458754138926142863579867495213395712864481276395239581647576349182,16,65,zeros_16_19
902651003736982105185374609309015860851460392600893507218039006463720951597046200,942651783736982145185374629379215864851467392624893517218539476463728951597146238,19,62,zeros_16_19
041532090635081270892070135020840957357129406409765321270300569900254013513697842,741532698635981274892476135126843957357129486489765321274318569968254713513697842,18,63,zeros_16_19
108900674043786092976214835819003547267450983435809216680342700300000068794560321,128935674543786192976214835819623547267451983435879216681342759352197468794568321,19,62,zeros_16_19
687135902239470500401289360792500830168394725543827190876012453010608070924753608,687135942239476581451289367792561834168394725543827196876912453315648279924753618,17,64,zeros_16_19
807659014591342768640817592306974051900130406104086973718493625060700000239560847,827659314591342768643817592386974251972135486154286973718493625465728139239561847,19,62,zeros_16_19
168974032549312078327568900670893210413200789982041300794085123251000867830127405,168974532549312678327568941675893214413256789982741356794685123251439867836127495,17,64,zeros_16_19
356074120480351697197008543941023800208415309635097214803746900709082431520100786,356974128482351697197268543941623875278415369635897214813746952769582431524139786,19,62,zeros_16_19
865041372294700615137506984450307820689215437720064050578039261346152798900008500,865941372294783615137526984451397826689215437723864159578439261346152798912678543,18,63,zeros_16_19
102893670859076400763245109485620793210300564936704018521008007694037821378412950,142893675859176432763245189485621793217389564936754218521968347694537821378412956,18,63,zeros_16_19
936754028054291360217683459129068705008542013543907086302075691490836572075029030,936754128854291367217683459129368745768542913543917286382475691491836572675129834,17,64,zeros_16_19
290018763375469000618273945953846107120035086846721359000157030061302874032684590,294518763375469218618273945953846127127935486846721359489157632561392874732684591,18,63,zeros_16_19
415328000327069480869074325178602904253091760946007032732015846094283507581040293,415328679327569481869174325178632954253491768946857132732915846694283517581746293,18,63,zeros_16_19
209031046805004371413657009127508093094176085658923714900785132582319460730062958,279831546865294371413657829127548693394176285658923714946785132582319467731462958,17,64,zeros_16_19
730142890800090137190387426942853671301964258508721943600270580257418360400536702,736142895824695137195387426942853671371964258568721943613279584257418369489536712,17,64,zeros_16_19
167538924452916873390247105010084607036791082874025000640102798085460231921003546,167538924452916873398247165219384657536791482874625319643152798785469231921873546,18,63,zeros_16_19
394005267700903514156742980405298706609437152073651098507029841942106005831574609,394815267728963514156742983415298736689437152273651498567329841942186375831574629,17,64,zeros_16_19
619470805540183967300605240100328456486751309053964718821530674960247183004816092,619472835542183967378695241197328456486751329253964718821539674965247183734816592,16,65,zeros_16_19
974821563810070040652304070796452100485063792231789456520648300367215984108930625,974821563813576249652394871796452138485163792231789456529648317367215984148937625,16,65,zeros_16_19
906407010518392647724061530305210096807509120001706385609125470472683951153974862,936457218518392647724861539345218796867539124291746385689125473472683951153974862,17,64,zeros_16_19
274910006851463079639725480160284935000539617593671802305802764906357120008040593,274918356851463279639725481167284935482539617593671842315892764946357128728146593,18,63,zeros_16_19
286514039471200508590070214068745920927163805054802673702051000645387192819406357,286514739471239568593678214368745921927163845154892673732951486645387192819426357,18,63,zeros_16_19
698743025503192006014856370150630040806001903439285617962504738081927564045008291,698743125573192486214856379157639842826471953439285617962514738381927564745368291,19,62,zeros_16_19
276305810549081637813976504194763250360500701058412096985120400031800902427639105,276345819549281637813976524194763258362598741758412396985127463631854972427639185,19,62,zeros_16_19
064978350590142876000603024719420638628031549435869012800314095351096087900580163,264978351593142876187653924719425638628731549435869712876314295351296487942587163,19,62,zeros_16_19
